time,omega,i_a,i_b
2.1855,11.697052441212614,10.90795075347113,0.0
2.1856,11.69366315438104,10.90844960946015,0.0
2.1857,11.690273634997256,10.908948554773799,0.0
2.1858,11.686883884478648,10.909447589223003,0.0
2.1859,11.683493904242725,10.909946712618602,0.0
2.186,11.680103695707109,10.910445924771343,0.0
2.1861,11.676713260289535,10.910945225491885,0.0
2.1862,11.673322599407857,10.91144461459079,0.0
2.1863,11.669931714480043,10.911944091878533,0.0
2.1864,11.666540606924173,10.912443657165499,0.0
2.1865,11.663149278158441,10.912943310261978,0.0
2.1866,11.659757729601154,10.913443050978174,0.0
2.1867,11.656365962670728,10.913942879124196,0.0
2.1868,11.652973978785692,10.914442794510066,0.0
2.1869,11.649581779364686,10.914942796945713,0.0
2.187,11.646189365826459,10.915442886240974,0.0
2.1871,11.642796739589867,10.915943062205601,0.0
2.1872,11.639403902073878,10.916443324649249,0.0
2.1873,11.636010854697567,10.916943673381486,0.0
2.1874,11.632617598880111,10.91744410821179,0.0
2.1875,11.6292241360408,10.917944628949545,0.0
2.1876,11.625830467599028,10.91844523540405,0.0
2.1877,11.62243659497429,10.918945927384508,0.0
2.1878,11.619042519586191,10.919446704700036,0.0
2.1879,11.615648242854437,10.919947567159658,0.0
2.188,11.612253766198837,10.920448514572312,0.0
2.1881,11.608859091039301,10.920949546746842,0.0
2.1882,11.605464218795843,10.921450663492001,0.0
2.1883,11.602069150888578,10.921951864616455,0.0
2.1884,11.598673888737721,10.92245314992878,0.0
2.1885,11.595278433763587,10.922954519237459,0.0
2.1886,11.59188278738659,10.923455972350888,0.0
2.1887,11.588486951027239,10.923957509077372,0.0
2.1888,11.585090926106146,10.924459129225127,0.0
2.1889,11.581694714044017,10.92496083260228,0.0
2.189,11.578298316261659,10.925462619016862,0.0
2.1891,11.574901734179967,10.925964488276824,0.0
2.1892,11.571504969219935,10.926466440190021,0.0
2.1893,11.568108022802654,10.926968474564221,0.0
2.1894,11.564710896349306,10.927470591207102,0.0
2.1895,11.561313591281165,10.927972789926251,0.0
2.1896,11.5579161090196,10.928475070529169,0.0
2.1897,11.55451845098607,10.928977432823263,0.0
2.1898,11.551120618602125,10.929479876615854,0.0
2.1899,11.547722613289409,10.929982401714174,0.0
2.19,11.544324436469651,10.930485007925363,0.0
2.1901,11.540926089564671,10.930987695056475,0.0
2.1902,11.537527573996378,10.931490462914471,0.0
2.1903,11.534128891186768,10.931993311306229,0.0
2.1904,11.530730042557924,10.932496240038532,0.0
2.1905,11.527331029532016,10.932999248918078,0.0
2.1906,11.5239318535313,10.933502337751472,0.0
2.1907,11.520532515978116,10.934005506345235,0.0
2.1908,11.51713301829489,10.934508754505796,0.0
2.1909,11.513733361904132,10.935012082039496,0.0
2.191,11.51033354822843,10.935515488752587,0.0
2.1911,11.506933578690463,10.936018974451233,0.0
2.1912,11.503533454712985,10.93652253894151,0.0
2.1913,11.500133177718833,10.937026182029404,0.0
2.1914,11.496732749130926,10.937529903520813,0.0
